rh,wind_spd,timestamp_utc,slp,vis,pod,solar_rad,pres,h_angle,dewpt,snow,uv,elev_angle,wind_dir,ghi,dhi,timestamp_local,dni,azimuth,datetime,temp,precip,clouds,ts,weather.icon,weather.code,weather.description,lat,lon,city_name,station_id,timezone
85.0,4.0,2019-02-13T22:00:00,1034.7,5.0,n,0.0,1035.3,,1.7,0,0.0,-44.84,200,0.0,0.0,2019-02-13T23:00:00,0.0,317.92,2019-02-13 22:00:00,4.4,0,100,1550095200,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
83.0,3.0,2019-02-13T23:00:00,1034.5,5.0,n,0.0,1035.1,,1.9,0,0.0,-49.73,200,0.0,0.0,2019-02-14T00:00:00,0.0,338.27,2019-02-13 23:00:00,4.2,0,83,1550098800,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
87.0,5.0,2019-02-13T00:00:00,1035.5,5.0,n,0.0,1033.1,,1.7,0,0.0,-51.71,220,0.0,0.0,2019-02-13T01:00:00,0.0,1.2,2019-02-13 00:00:00,4.7,0,87,1550016000,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
87.0,4.0,2019-02-13T01:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-49.66,210,0.0,0.0,2019-02-13T02:00:00,0.0,24.08,2019-02-13 01:00:00,4.3,0,93,1550019600,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
88.0,4.0,2019-02-13T02:00:00,1035.2,5.0,n,0.0,1032.8,,1.9,0,0.0,-44.45,210,0.0,0.0,2019-02-13T03:00:00,0.0,44.14,2019-02-13 02:00:00,4.1,0,76,1550023200,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
87.0,4.0,2019-02-13T03:00:00,1035.2,5.0,n,0.0,1032.8,,1.9,0,0.0,-37.1,210,0.0,0.0,2019-02-13T04:00:00,0.0,60.83,2019-02-13 03:00:00,4.5,0,93,1550026800,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
86.0,3.0,2019-02-13T04:00:00,1035.1,5.0,n,0.0,1032.7,,1.7,0,0.0,-28.52,210,0.0,0.0,2019-02-13T05:00:00,0.0,74.9,2019-02-13 04:00:00,4.5,0,100,1550030400,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
85.0,4.0,2019-02-13T05:00:00,1035.1,5.0,n,0.0,1032.7,,1.7,0,0.0,-19.38,220,0.0,0.0,2019-02-13T06:00:00,0.0,87.35,2019-02-13 05:00:00,4.8,0,100,1550034000,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
84.0,3.0,2019-02-13T06:00:00,1035.3,5.0,n,0.0,1032.9,,1.7,0,0.0,-10.15,210,0.0,0.0,2019-02-13T07:00:00,0.0,99.04,2019-02-13 06:00:00,4.6,0,100,1550037600,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
84.0,2.0,2019-02-13T07:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-1.2,210,0.0,0.0,2019-02-13T08:00:00,0.0,110.62,2019-02-13 07:00:00,4.7,0,96,1550041200,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T08:00:00,1035.8,0.5,d,75.6223,1033.4,,1.7,0,1.4,7.07,200,82.89,44.15,2019-02-13T09:00:00,390.17,122.66,2019-02-13 08:00:00,4.9,0,52,1550044800,c03d,803,Broken clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
82.0,2.0,2019-02-13T09:00:00,1035.9,5.0,d,119.939,1033.5,,1.7,0,1.3,14.26,210,204.16,66.42,2019-02-13T10:00:00,591.19,135.58,2019-02-13 09:00:00,5.2,0,82,1550048400,c04d,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
78.0,2.0,2019-02-13T10:00:00,1036.2,5.0,d,145.708,1033.8,,1.7,0,1.3,19.89,200,306.23,79.21,2019-02-13T11:00:00,688.2,149.66,2019-02-13 10:00:00,5.4,0,90,1550052000,c04d,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
76.0,4.0,2019-02-13T11:00:00,1036.5,5.0,d,93.0375,1034.1,,3.0,0,1.2,23.48,220,372.15,86.04,2019-02-13T12:00:00,735.21,164.89,2019-02-13 11:00:00,6.9,0,100,1550055600,c04d,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
75.0,3.0,2019-02-13T12:00:00,1036.0,5.0,d,98.385,1033.6,,3.7,0,1.3,24.65,220,393.54,88.09,2019-02-13T13:00:00,748.67,180.82,2019-02-13 12:00:00,8.2,0,100,1550059200,c04d,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
73.0,4.0,2019-02-13T13:00:00,1035.3,5.0,d,273.257,1032.9,,2.9,0,2.0,23.25,210,367.9,85.63,2019-02-13T14:00:00,732.44,196.72,2019-02-13 13:00:00,8.2,0,73,1550062800,c04d,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
75.0,3.0,2019-02-13T14:00:00,1035.1,5.0,d,74.5625,1032.7,,2.9,0,1.1,19.45,210,298.25,78.31,2019-02-13T15:00:00,681.83,211.85,2019-02-13 14:00:00,8.5,0,100,1550066400,c04d,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
75.0,4.0,2019-02-13T15:00:00,1035.1,5.0,d,71.6373,1032.7,,3.7,0,1.0,13.66,220,193.6,64.88,2019-02-13T16:00:00,578.65,225.83,2019-02-13 15:00:00,8.5,0,95,1550070000,c04d,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
77.0,3.0,2019-02-13T16:00:00,1035.2,5.0,d,18.02,1032.8,,2.9,0,0.7,6.36,230,72.08,41.37,2019-02-13T17:00:00,362.04,238.67,2019-02-13 16:00:00,7.9,0,100,1550073600,c04d,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
81.0,2.0,2019-02-13T17:00:00,1035.2,5.0,n,0.0,1032.8,,1.7,0,0.0,-1.98,210,0.0,0.0,2019-02-13T18:00:00,0.0,250.66,2019-02-13 17:00:00,6.7,0,100,1550077200,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
84.0,1.0,2019-02-13T18:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-10.95,200,0.0,0.0,2019-02-13T19:00:00,0.0,262.25,2019-02-13 18:00:00,4.8,0,100,1550080800,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
85.0,1.0,2019-02-13T19:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-20.18,180,0.0,0.0,2019-02-13T20:00:00,0.0,274.01,2019-02-13 19:00:00,4.2,0,100,1550084400,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T20:00:00,1035.2,5.0,n,0.0,1032.8,,1.7,0,0.0,-29.25,200,0.0,0.0,2019-02-13T21:00:00,0.0,286.61,2019-02-13 20:00:00,4.6,0,100,1550088000,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T21:00:00,1035.2,5.0,n,0.0,1032.7,,1.0,0,0.0,-37.7,220,0.0,0.0,2019-02-13T22:00:00,0.0,300.92,2019-02-13 21:00:00,2.1,0,100,1550091600,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
84.0,1.0,2019-02-13T22:00:00,1035.1,5.0,n,0.0,1032.6,,1.0,0,0.0,-44.84,180,0.0,0.0,2019-02-13T23:00:00,0.0,317.92,2019-02-13 22:00:00,1.0,0,100,1550095200,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
82.0,1.0,2019-02-13T23:00:00,1035.1,5.0,n,0.0,1032.6,,0.0,0,0.0,-49.73,190,0.0,0.0,2019-02-14T00:00:00,0.0,338.27,2019-02-13 23:00:00,0.3,0,83,1550098800,c04n,804,Overcast clouds,51.69077466666667,4.409766333333334,Helwijk,063400-99999,Europe/Amsterdam
87.0,5.0,2019-02-13T00:00:00,1035.5,5.0,n,0.0,1033.1,,1.7,0,0.0,-51.71,220,0.0,0.0,2019-02-13T01:00:00,0.0,1.2,2019-02-13 00:00:00,4.7,0,87,1550016000,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
87.0,4.0,2019-02-13T01:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-49.66,210,0.0,0.0,2019-02-13T02:00:00,0.0,24.08,2019-02-13 01:00:00,4.3,0,93,1550019600,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
88.0,4.0,2019-02-13T02:00:00,1035.2,5.0,n,0.0,1032.8,,1.9,0,0.0,-44.45,210,0.0,0.0,2019-02-13T03:00:00,0.0,44.14,2019-02-13 02:00:00,4.1,0,76,1550023200,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
87.0,4.0,2019-02-13T03:00:00,1035.2,5.0,n,0.0,1032.8,,1.9,0,0.0,-37.1,210,0.0,0.0,2019-02-13T04:00:00,0.0,60.83,2019-02-13 03:00:00,4.5,0,93,1550026800,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
86.0,3.0,2019-02-13T04:00:00,1035.1,5.0,n,0.0,1032.7,,1.7,0,0.0,-28.52,210,0.0,0.0,2019-02-13T05:00:00,0.0,74.9,2019-02-13 04:00:00,4.5,0,100,1550030400,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
85.0,4.0,2019-02-13T05:00:00,1035.1,5.0,n,0.0,1032.7,,1.7,0,0.0,-19.38,220,0.0,0.0,2019-02-13T06:00:00,0.0,87.35,2019-02-13 05:00:00,4.8,0,100,1550034000,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
84.0,3.0,2019-02-13T06:00:00,1035.3,5.0,n,0.0,1032.9,,1.7,0,0.0,-10.15,210,0.0,0.0,2019-02-13T07:00:00,0.0,99.04,2019-02-13 06:00:00,4.6,0,100,1550037600,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
84.0,2.0,2019-02-13T07:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-1.2,210,0.0,0.0,2019-02-13T08:00:00,0.0,110.62,2019-02-13 07:00:00,4.7,0,96,1550041200,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T08:00:00,1035.8,0.5,d,75.6223,1033.4,,1.7,0,1.4,7.07,200,82.89,44.15,2019-02-13T09:00:00,390.17,122.66,2019-02-13 08:00:00,4.9,0,52,1550044800,c03d,803,Broken clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
82.0,2.0,2019-02-13T09:00:00,1035.9,5.0,d,119.939,1033.5,,1.7,0,1.3,14.26,210,204.16,66.42,2019-02-13T10:00:00,591.19,135.58,2019-02-13 09:00:00,5.2,0,82,1550048400,c04d,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
78.0,2.0,2019-02-13T10:00:00,1036.2,5.0,d,145.708,1033.8,,1.7,0,1.3,19.89,200,306.23,79.21,2019-02-13T11:00:00,688.2,149.66,2019-02-13 10:00:00,5.4,0,90,1550052000,c04d,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
76.0,4.0,2019-02-13T11:00:00,1036.5,5.0,d,93.0375,1034.1,,3.0,0,1.2,23.48,220,372.15,86.04,2019-02-13T12:00:00,735.21,164.89,2019-02-13 11:00:00,6.9,0,100,1550055600,c04d,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
75.0,3.0,2019-02-13T12:00:00,1036.0,5.0,d,98.385,1033.6,,3.7,0,1.3,24.65,220,393.54,88.09,2019-02-13T13:00:00,748.67,180.82,2019-02-13 12:00:00,8.2,0,100,1550059200,c04d,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
73.0,4.0,2019-02-13T13:00:00,1035.3,5.0,d,273.257,1032.9,,2.9,0,2.0,23.25,210,367.9,85.63,2019-02-13T14:00:00,732.44,196.72,2019-02-13 13:00:00,8.2,0,73,1550062800,c04d,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
75.0,3.0,2019-02-13T14:00:00,1035.1,5.0,d,74.5625,1032.7,,2.9,0,1.1,19.45,210,298.25,78.31,2019-02-13T15:00:00,681.83,211.85,2019-02-13 14:00:00,8.5,0,100,1550066400,c04d,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
75.0,4.0,2019-02-13T15:00:00,1035.1,5.0,d,71.6373,1032.7,,3.7,0,1.0,13.66,220,193.6,64.88,2019-02-13T16:00:00,578.65,225.83,2019-02-13 15:00:00,8.5,0,95,1550070000,c04d,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
77.0,3.0,2019-02-13T16:00:00,1035.2,5.0,d,18.02,1032.8,,2.9,0,0.7,6.36,230,72.08,41.37,2019-02-13T17:00:00,362.04,238.67,2019-02-13 16:00:00,7.9,0,100,1550073600,c04d,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
81.0,2.0,2019-02-13T17:00:00,1035.2,5.0,n,0.0,1032.8,,1.7,0,0.0,-1.98,210,0.0,0.0,2019-02-13T18:00:00,0.0,250.66,2019-02-13 17:00:00,6.7,0,100,1550077200,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
84.0,1.0,2019-02-13T18:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-10.95,200,0.0,0.0,2019-02-13T19:00:00,0.0,262.25,2019-02-13 18:00:00,4.8,0,100,1550080800,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
85.0,1.0,2019-02-13T19:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-20.18,180,0.0,0.0,2019-02-13T20:00:00,0.0,274.01,2019-02-13 19:00:00,4.2,0,100,1550084400,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T20:00:00,1035.2,5.0,n,0.0,1032.8,,1.7,0,0.0,-29.25,200,0.0,0.0,2019-02-13T21:00:00,0.0,286.61,2019-02-13 20:00:00,4.6,0,100,1550088000,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T21:00:00,1035.2,5.0,n,0.0,1032.7,,1.0,0,0.0,-37.7,220,0.0,0.0,2019-02-13T22:00:00,0.0,300.92,2019-02-13 21:00:00,2.1,0,100,1550091600,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
84.0,1.0,2019-02-13T22:00:00,1035.1,5.0,n,0.0,1032.6,,1.0,0,0.0,-44.84,180,0.0,0.0,2019-02-13T23:00:00,0.0,317.92,2019-02-13 22:00:00,1.0,0,100,1550095200,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
82.0,1.0,2019-02-13T23:00:00,1035.1,5.0,n,0.0,1032.6,,0.0,0,0.0,-49.73,190,0.0,0.0,2019-02-14T00:00:00,0.0,338.27,2019-02-13 23:00:00,0.3,0,83,1550098800,c04n,804,Overcast clouds,51.681163833333336,4.394326,Heijningen,063400-99999,Europe/Amsterdam
87.0,5.0,2019-02-13T00:00:00,1035.5,5.0,n,0.0,1033.1,,1.7,0,0.0,-51.71,220,0.0,0.0,2019-02-13T01:00:00,0.0,1.2,2019-02-13 00:00:00,4.7,0,87,1550016000,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
87.0,4.0,2019-02-13T01:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-49.66,210,0.0,0.0,2019-02-13T02:00:00,0.0,24.08,2019-02-13 01:00:00,4.3,0,93,1550019600,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
88.0,4.0,2019-02-13T02:00:00,1035.2,5.0,n,0.0,1032.8,,1.9,0,0.0,-44.45,210,0.0,0.0,2019-02-13T03:00:00,0.0,44.14,2019-02-13 02:00:00,4.1,0,76,1550023200,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
87.0,4.0,2019-02-13T03:00:00,1035.2,5.0,n,0.0,1032.8,,1.9,0,0.0,-37.1,210,0.0,0.0,2019-02-13T04:00:00,0.0,60.83,2019-02-13 03:00:00,4.5,0,93,1550026800,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
86.0,3.0,2019-02-13T04:00:00,1035.1,5.0,n,0.0,1032.7,,1.7,0,0.0,-28.52,210,0.0,0.0,2019-02-13T05:00:00,0.0,74.9,2019-02-13 04:00:00,4.5,0,100,1550030400,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
85.0,4.0,2019-02-13T05:00:00,1035.1,5.0,n,0.0,1032.7,,1.7,0,0.0,-19.38,220,0.0,0.0,2019-02-13T06:00:00,0.0,87.35,2019-02-13 05:00:00,4.8,0,100,1550034000,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
84.0,3.0,2019-02-13T06:00:00,1035.3,5.0,n,0.0,1032.9,,1.7,0,0.0,-10.15,210,0.0,0.0,2019-02-13T07:00:00,0.0,99.04,2019-02-13 06:00:00,4.6,0,100,1550037600,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
84.0,2.0,2019-02-13T07:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-1.2,210,0.0,0.0,2019-02-13T08:00:00,0.0,110.62,2019-02-13 07:00:00,4.7,0,96,1550041200,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T08:00:00,1035.8,0.5,d,75.6223,1033.4,,1.7,0,1.4,7.07,200,82.89,44.15,2019-02-13T09:00:00,390.17,122.66,2019-02-13 08:00:00,4.9,0,52,1550044800,c03d,803,Broken clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
82.0,2.0,2019-02-13T09:00:00,1035.9,5.0,d,119.939,1033.5,,1.7,0,1.3,14.26,210,204.16,66.42,2019-02-13T10:00:00,591.19,135.58,2019-02-13 09:00:00,5.2,0,82,1550048400,c04d,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
78.0,2.0,2019-02-13T10:00:00,1036.2,5.0,d,145.708,1033.8,,1.7,0,1.3,19.89,200,306.23,79.21,2019-02-13T11:00:00,688.2,149.66,2019-02-13 10:00:00,5.4,0,90,1550052000,c04d,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
76.0,4.0,2019-02-13T11:00:00,1036.5,5.0,d,93.0375,1034.1,,3.0,0,1.2,23.48,220,372.15,86.04,2019-02-13T12:00:00,735.21,164.89,2019-02-13 11:00:00,6.9,0,100,1550055600,c04d,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
75.0,3.0,2019-02-13T12:00:00,1036.0,5.0,d,98.385,1033.6,,3.7,0,1.3,24.65,220,393.54,88.09,2019-02-13T13:00:00,748.67,180.82,2019-02-13 12:00:00,8.2,0,100,1550059200,c04d,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
73.0,4.0,2019-02-13T13:00:00,1035.3,5.0,d,273.257,1032.9,,2.9,0,2.0,23.25,210,367.9,85.63,2019-02-13T14:00:00,732.44,196.72,2019-02-13 13:00:00,8.2,0,73,1550062800,c04d,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
75.0,3.0,2019-02-13T14:00:00,1035.1,5.0,d,74.5625,1032.7,,2.9,0,1.1,19.45,210,298.25,78.31,2019-02-13T15:00:00,681.83,211.85,2019-02-13 14:00:00,8.5,0,100,1550066400,c04d,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
75.0,4.0,2019-02-13T15:00:00,1035.1,5.0,d,71.6373,1032.7,,3.7,0,1.0,13.66,220,193.6,64.88,2019-02-13T16:00:00,578.65,225.83,2019-02-13 15:00:00,8.5,0,95,1550070000,c04d,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
77.0,3.0,2019-02-13T16:00:00,1035.2,5.0,d,18.02,1032.8,,2.9,0,0.7,6.36,230,72.08,41.37,2019-02-13T17:00:00,362.04,238.67,2019-02-13 16:00:00,7.9,0,100,1550073600,c04d,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
81.0,2.0,2019-02-13T17:00:00,1035.2,5.0,n,0.0,1032.8,,1.7,0,0.0,-1.98,210,0.0,0.0,2019-02-13T18:00:00,0.0,250.66,2019-02-13 17:00:00,6.7,0,100,1550077200,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
84.0,1.0,2019-02-13T18:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-10.95,200,0.0,0.0,2019-02-13T19:00:00,0.0,262.25,2019-02-13 18:00:00,4.8,0,100,1550080800,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
85.0,1.0,2019-02-13T19:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-20.18,180,0.0,0.0,2019-02-13T20:00:00,0.0,274.01,2019-02-13 19:00:00,4.2,0,100,1550084400,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T20:00:00,1035.2,5.0,n,0.0,1032.8,,1.7,0,0.0,-29.25,200,0.0,0.0,2019-02-13T21:00:00,0.0,286.61,2019-02-13 20:00:00,4.6,0,100,1550088000,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T21:00:00,1035.2,5.0,n,0.0,1032.7,,1.0,0,0.0,-37.7,220,0.0,0.0,2019-02-13T22:00:00,0.0,300.92,2019-02-13 21:00:00,2.1,0,100,1550091600,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
84.0,1.0,2019-02-13T22:00:00,1035.1,5.0,n,0.0,1032.6,,1.0,0,0.0,-44.84,180,0.0,0.0,2019-02-13T23:00:00,0.0,317.92,2019-02-13 22:00:00,1.0,0,100,1550095200,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
82.0,1.0,2019-02-13T23:00:00,1035.1,5.0,n,0.0,1032.6,,0.0,0,0.0,-49.73,190,0.0,0.0,2019-02-14T00:00:00,0.0,338.27,2019-02-13 23:00:00,0.3,0,83,1550098800,c04n,804,Overcast clouds,51.683603,4.393019166666667,Heijningen,063400-99999,Europe/Amsterdam
87.0,5.0,2019-02-13T00:00:00,1035.5,5.0,n,0.0,1033.1,,1.7,0,0.0,-51.71,220,0.0,0.0,2019-02-13T01:00:00,0.0,1.2,2019-02-13 00:00:00,4.7,0,87,1550016000,c04n,804,Overcast clouds,51.683597166666665,4.393012833333334,Heijningen,063400-99999,Europe/Amsterdam
87.0,4.0,2019-02-13T01:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-49.66,210,0.0,0.0,2019-02-13T02:00:00,0.0,24.08,2019-02-13 01:00:00,4.3,0,93,1550019600,c04n,804,Overcast clouds,51.683597166666665,4.393012833333334,Heijningen,063400-99999,Europe/Amsterdam
88.0,4.0,2019-02-13T02:00:00,1035.2,5.0,n,0.0,1032.8,,1.9,0,0.0,-44.45,210,0.0,0.0,2019-02-13T03:00:00,0.0,44.14,2019-02-13 02:00:00,4.1,0,76,1550023200,c04n,804,Overcast clouds,51.683597166666665,4.393012833333334,Heijningen,063400-99999,Europe/Amsterdam
87.0,4.0,2019-02-13T03:00:00,1035.2,5.0,n,0.0,1032.8,,1.9,0,0.0,-37.1,210,0.0,0.0,2019-02-13T04:00:00,0.0,60.83,2019-02-13 03:00:00,4.5,0,93,1550026800,c04n,804,Overcast clouds,51.683597166666665,4.393012833333334,Heijningen,063400-99999,Europe/Amsterdam
86.0,3.0,2019-02-13T04:00:00,1035.1,5.0,n,0.0,1032.7,,1.7,0,0.0,-28.52,210,0.0,0.0,2019-02-13T05:00:00,0.0,74.9,2019-02-13 04:00:00,4.5,0,100,1550030400,c04n,804,Overcast clouds,51.683597166666665,4.393012833333334,Heijningen,063400-99999,Europe/Amsterdam
85.0,4.0,2019-02-13T05:00:00,1035.1,5.0,n,0.0,1032.7,,1.7,0,0.0,-19.38,220,0.0,0.0,2019-02-13T06:00:00,0.0,87.35,2019-02-13 05:00:00,4.8,0,100,1550034000,c04n,804,Overcast clouds,51.683597166666665,4.393012833333334,Heijningen,063400-99999,Europe/Amsterdam
84.0,3.0,2019-02-13T06:00:00,1035.3,5.0,n,0.0,1032.9,,1.7,0,0.0,-10.15,210,0.0,0.0,2019-02-13T07:00:00,0.0,99.04,2019-02-13 06:00:00,4.6,0,100,1550037600,c04n,804,Overcast clouds,51.683597166666665,4.393012833333334,Heijningen,063400-99999,Europe/Amsterdam
84.0,2.0,2019-02-13T07:00:00,1035.4,5.0,n,0.0,1033.0,,1.7,0,0.0,-1.2,210,0.0,0.0,2019-02-13T08:00:00,0.0,110.62,2019-02-13 07:00:00,4.7,0,96,1550041200,c04n,804,Overcast clouds,51.683597166666665,4.393012833333334,Heijningen,063400-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T08:00:00,1035.8,0.5,d,75.6223,1033.4,,1.7,0,1.4,7.07,200,82.89,44.15,2019-02-13T09:00:00,390.17,122.66,2019-02-13 08:00:00,4.9,0,52,1550044800,c03d,803,Broken clouds,51.683597166666665,4.393012833333334,Heijningen,063400-99999,Europe/Amsterdam
