rh,wind_spd,timestamp_utc,slp,vis,pod,solar_rad,pres,h_angle,dewpt,snow,uv,elev_angle,wind_dir,ghi,dhi,timestamp_local,dni,azimuth,datetime,temp,precip,clouds,ts,weather.icon,weather.code,weather.description,lat,lon,city_name,station_id,timezone
79.0,3.0,2019-02-13T11:00:00,1036.3,5.0,d,93.8475,1036.2,,3.6,0,1.2,23.66,218,375.39,86.35,2019-02-13T12:00:00,737.32,165.74,2019-02-13 11:00:00,5.7,0,100,1550055600,c04d,804,Overcast clouds,51.817201,5.172609333333333,Nieuwaal,063560-99999,Europe/Amsterdam
78.0,4.0,2019-02-13T12:00:00,1035.7,5.0,d,98.565,1035.6,,4.1,0,1.3,24.68,214,394.26,88.15,2019-02-13T13:00:00,749.13,181.69,2019-02-13 12:00:00,6.5,0,100,1550059200,c04d,804,Overcast clouds,51.817201,5.172609333333333,Nieuwaal,063560-99999,Europe/Amsterdam
76.0,4.0,2019-02-13T13:00:00,1035.4,5.0,d,91.515,1035.3,,4.2,0,1.2,23.15,211,366.06,85.44,2019-02-13T14:00:00,731.25,197.57,2019-02-13 13:00:00,7.2,0,100,1550062800,c04d,804,Overcast clouds,51.817201,5.172609333333333,Nieuwaal,063560-99999,Europe/Amsterdam
76.0,3.0,2019-02-13T14:00:00,1034.9,5.0,d,73.5275,1034.8,,5.1,0,1.1,19.23,187,294.11,77.84,2019-02-13T15:00:00,678.49,212.65,2019-02-13 14:00:00,8.0,0,100,1550066400,c04d,804,Overcast clouds,51.817201,5.172609333333333,Nieuwaal,063560-99999,Europe/Amsterdam
76.0,3.0,2019-02-13T15:00:00,1034.9,5.0,d,46.9475,1034.8,,5.2,0,0.9,13.33,201,187.79,64.01,2019-02-13T16:00:00,571.52,226.56,2019-02-13 15:00:00,8.2,0,100,1550070000,c04d,804,Overcast clouds,51.817201,5.172609333333333,Nieuwaal,063560-99999,Europe/Amsterdam
80.0,3.0,2019-02-13T16:00:00,1035.0,5.0,d,16.5075,1034.9,,5.2,0,0.7,5.96,203,66.03,39.71,2019-02-13T17:00:00,344.92,239.34,2019-02-13 16:00:00,7.2,0,100,1550073600,c04d,804,Overcast clouds,51.817201,5.172609333333333,Nieuwaal,063560-99999,Europe/Amsterdam
85.0,3.0,2019-02-13T17:00:00,1035.1,5.0,n,0.0,1035.0,,4.8,0,0.0,-2.44,194,0.0,0.0,2019-02-13T18:00:00,0.0,251.29,2019-02-13 17:00:00,6.1,0,100,1550077200,c04n,804,Overcast clouds,51.817201,5.172609333333333,Nieuwaal,063560-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T18:00:00,1035.2,5.0,n,0.0,1035.1,,3.4,0,0.0,-11.44,183,0.0,0.0,2019-02-13T19:00:00,0.0,262.87,2019-02-13 18:00:00,5.2,0,100,1550080800,c04n,804,Overcast clouds,51.817201,5.172609333333333,Nieuwaal,063560-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T19:00:00,1035.2,5.0,n,0.0,1035.1,,3.1,0,0.0,-20.68,171,0.0,0.0,2019-02-13T20:00:00,0.0,274.64,2019-02-13 19:00:00,4.5,0,100,1550084400,c04n,804,Overcast clouds,51.817201,5.172609333333333,Nieuwaal,063560-99999,Europe/Amsterdam
86.0,3.0,2019-02-13T20:00:00,1035.0,5.0,n,0.0,1034.9,,2.5,0,0.0,-29.75,170,0.0,0.0,2019-02-13T21:00:00,0.0,287.31,2019-02-13 20:00:00,4.0,0,100,1550088000,c04n,804,Overcast clouds,51.817201,5.172609333333333,Nieuwaal,063560-99999,Europe/Amsterdam
86.0,2.0,2019-02-13T21:00:00,1035.1,5.0,n,0.0,1035.0,,2.2,0,0.0,-38.16,182,0.0,0.0,2019-02-13T22:00:00,0.0,301.73,2019-02-13 21:00:00,2.5,0,100,1550091600,c04n,804,Overcast clouds,51.817201,5.172609333333333,Nieuwaal,063560-99999,Europe/Amsterdam
86.0,2.0,2019-02-13T22:00:00,1035.0,5.0,n,0.0,1034.9,,1.9,0,0.0,-45.22,194,0.0,0.0,2019-02-13T23:00:00,0.0,318.9,2019-02-13 22:00:00,3.0,0,100,1550095200,c04n,804,Overcast clouds,51.817201,5.172609333333333,Nieuwaal,063560-99999,Europe/Amsterdam
84.0,3.0,2019-02-13T23:00:00,1034.8,5.0,n,0.0,1034.7,,1.5,0,0.0,-49.96,202,0.0,0.0,2019-02-14T00:00:00,0.0,339.45,2019-02-13 23:00:00,2.7,0,99,1550098800,c04n,804,Overcast clouds,51.817201,5.172609333333333,Nieuwaal,063560-99999,Europe/Amsterdam
90.0,4.0,2019-02-13T00:00:00,1034.8,5.0,n,0.0,1034.6,,3.1,0,0.0,-51.63,218,0.0,0.0,2019-02-13T01:00:00,0.0,2.16,2019-02-13 00:00:00,4.2,0,100,1550016000,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
88.5,5.0,2019-02-13T01:00:00,1034.45,5.0,n,0.0,1034.25,,3.2,0,0.0,-49.45,208,0.0,0.0,2019-02-13T02:00:00,0.0,24.93,2019-02-13 01:00:00,4.3,0,99,1550019600,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
88.0,4.5,2019-02-13T02:00:00,1034.55,5.0,n,0.0,1034.35,,3.0,0,0.0,-44.13,216,0.0,0.0,2019-02-13T03:00:00,0.0,44.85,2019-02-13 02:00:00,4.1,0,94,1550023200,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
88.5,4.0,2019-02-13T03:00:00,1034.55,5.0,n,0.0,1034.35,,3.1,0,0.0,-36.73,216,0.0,0.0,2019-02-13T04:00:00,0.0,61.41,2019-02-13 03:00:00,3.9,0,94,1550026800,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
89.0,4.0,2019-02-13T04:00:00,1034.65,5.0,n,0.0,1034.45,,2.9,0,0.0,-28.14,211,0.0,0.0,2019-02-13T05:00:00,0.0,75.4,2019-02-13 04:00:00,4.2,0,81,1550030400,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
87.5,3.5,2019-02-13T05:00:00,1034.45,5.0,n,0.0,1034.25,,3.2,0,0.0,-19.0,217,0.0,0.0,2019-02-13T06:00:00,0.0,87.82,2019-02-13 05:00:00,4.4,0,83,1550034000,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T06:00:00,1034.6,5.0,n,0.0,1034.4,,3.4,0,0.0,-9.78,215,0.0,0.0,2019-02-13T07:00:00,0.0,99.5,2019-02-13 06:00:00,4.6,0,91,1550037600,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T07:00:00,1034.85,5.0,n,0.0,1034.65,,3.7,0,0.0,-0.87,219,0.0,0.0,2019-02-13T08:00:00,0.0,111.1,2019-02-13 07:00:00,4.8,0,94,1550041200,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
87.0,4.22041,2019-02-13T08:00:00,1035.4,5.0,d,23.541,1034.95,-72.0,3.7,0,0.8,7.35,259,87.29,45.22,2019-02-13T09:00:00,400.85,123.17,2019-02-13 08:00:00,4.7,0,97,1550044800,c04d,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
84.0,4.0,2019-02-13T09:00:00,1035.45,5.0,d,39.5257,1035.25,,4.0,0,0.9,14.47,206,208.03,66.96,2019-02-13T10:00:00,595.65,136.15,2019-02-13 09:00:00,5.5,0,100,1550048400,c04d,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
81.5,4.5,2019-02-13T10:00:00,1035.75,5.0,d,58.6454,1035.55,,4.3,0,1.1,20.02,216,308.66,79.47,2019-02-13T11:00:00,690.12,150.28,2019-02-13 10:00:00,5.6,0,100,1550052000,c04d,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
79.0,4.0,2019-02-13T11:00:00,1036.15,5.0,d,93.1875,1035.95,,4.4,0,1.2,23.51,219,372.75,86.1,2019-02-13T12:00:00,735.62,165.54,2019-02-13 11:00:00,6.0,0,100,1550055600,c04d,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
77.5,4.5,2019-02-13T12:00:00,1035.6,5.0,d,98.045,1035.4,,4.5,0,1.3,24.57,217,392.18,87.96,2019-02-13T13:00:00,747.86,181.48,2019-02-13 12:00:00,6.6,0,100,1550059200,c04d,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
75.5,4.0,2019-02-13T13:00:00,1035.2,5.0,d,91.1725,1035.0,,4.7,0,1.2,23.07,198,364.69,85.31,2019-02-13T14:00:00,730.35,197.35,2019-02-13 13:00:00,7.5,0,100,1550062800,c04d,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
75.5,3.5,2019-02-13T14:00:00,1034.8,5.0,d,73.38,1034.6,,5.7,0,1.1,19.19,192,293.52,77.78,2019-02-13T15:00:00,678.01,212.44,2019-02-13 14:00:00,8.3,0,100,1550066400,c04d,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
76.0,3.5,2019-02-13T15:00:00,1034.8,5.0,d,56.345,1034.6,,5.3,0,0.9,13.34,199,187.95,64.03,2019-02-13T16:00:00,571.71,226.37,2019-02-13 15:00:00,8.2,0,98,1550070000,c04d,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
80.0,3.0,2019-02-13T16:00:00,1035.0,5.0,d,29.0283,1034.8,,4.8,0,0.8,6.0,209,66.71,39.9,2019-02-13T17:00:00,346.91,239.17,2019-02-13 16:00:00,7.4,0,92,1550073600,c04d,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
84.5,3.0,2019-02-13T17:00:00,1035.05,5.0,n,0.0,1034.85,,4.8,0,0.0,-2.36,191,0.0,0.0,2019-02-13T18:00:00,0.0,251.14,2019-02-13 17:00:00,5.5,0,100,1550077200,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
86.5,3.0,2019-02-13T18:00:00,1035.1,5.0,n,0.0,1034.9,,3.7,0,0.0,-11.34,187,0.0,0.0,2019-02-13T19:00:00,0.0,262.74,2019-02-13 18:00:00,5.0,0,100,1550080800,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T19:00:00,1035.1,5.0,n,0.0,1034.9,,3.1,0,0.0,-20.55,173,0.0,0.0,2019-02-13T20:00:00,0.0,274.53,2019-02-13 19:00:00,4.3,0,100,1550084400,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
86.0,3.0,2019-02-13T20:00:00,1034.9,5.0,n,0.0,1034.7,,2.8,0,0.0,-29.6,173,0.0,0.0,2019-02-13T21:00:00,0.0,287.19,2019-02-13 20:00:00,4.0,0,100,1550088000,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
86.5,2.5,2019-02-13T21:00:00,1035.0,5.0,n,0.0,1034.8,,2.5,0,0.0,-37.99,181,0.0,0.0,2019-02-13T22:00:00,0.0,301.6,2019-02-13 21:00:00,2.9,0,100,1550091600,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
86.5,2.5,2019-02-13T22:00:00,1035.0,5.0,n,0.0,1034.8,,2.2,0,0.0,-45.05,187,0.0,0.0,2019-02-13T23:00:00,0.0,318.73,2019-02-13 22:00:00,3.0,0,100,1550095200,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
84.5,2.5,2019-02-13T23:00:00,1034.8,5.0,n,0.0,1034.6,,2.3,0,0.0,-49.81,202,0.0,0.0,2019-02-14T00:00:00,0.0,339.21,2019-02-13 23:00:00,2.4,0,94,1550098800,c04n,804,Overcast clouds,51.826641,4.956717833333333,Gorinchem,063480-99999,Europe/Amsterdam
89.0,4.0,2019-02-13T00:00:00,1034.7,5.0,n,0.0,1034.4,,3.6,0,0.0,-51.63,223,0.0,0.0,2019-02-13T01:00:00,0.0,2.16,2019-02-13 00:00:00,4.7,0,100,1550016000,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
88.0,5.0,2019-02-13T01:00:00,1034.3,5.0,n,0.0,1034.0,,3.6,0,0.0,-49.45,204,0.0,0.0,2019-02-13T02:00:00,0.0,24.93,2019-02-13 01:00:00,5.0,0,100,1550019600,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
88.0,4.0,2019-02-13T02:00:00,1034.5,5.0,n,0.0,1034.2,,3.2,0,0.0,-44.13,217,0.0,0.0,2019-02-13T03:00:00,0.0,44.85,2019-02-13 02:00:00,4.6,0,93,1550023200,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
89.0,4.0,2019-02-13T03:00:00,1034.4,5.0,n,0.0,1034.1,,3.5,0,0.0,-36.73,222,0.0,0.0,2019-02-13T04:00:00,0.0,61.41,2019-02-13 03:00:00,4.6,0,89,1550026800,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
89.0,3.0,2019-02-13T04:00:00,1034.6,5.0,n,0.0,1034.3,,3.6,0,0.0,-28.14,208,0.0,0.0,2019-02-13T05:00:00,0.0,75.4,2019-02-13 04:00:00,4.6,0,75,1550030400,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
86.0,3.0,2019-02-13T05:00:00,1034.4,5.0,n,0.0,1034.1,,4.1,0,0.0,-19.0,215,0.0,0.0,2019-02-13T06:00:00,0.0,87.82,2019-02-13 05:00:00,4.7,0,100,1550034000,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T06:00:00,1034.5,5.0,n,0.0,1034.2,,4.1,0,0.0,-9.78,219,0.0,0.0,2019-02-13T07:00:00,0.0,99.5,2019-02-13 06:00:00,5.1,0,82,1550037600,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T07:00:00,1034.8,5.0,n,0.0,1034.5,,4.6,0,0.0,-0.87,226,0.0,0.0,2019-02-13T08:00:00,0.0,111.1,2019-02-13 07:00:00,5.2,0,88,1550041200,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
87.0,4.24974,2019-02-13T08:00:00,1036.5,5.0,d,25.748,1036.2,-72.0,4.6,0,0.8,7.35,289,87.29,45.22,2019-02-13T09:00:00,400.85,123.17,2019-02-13 08:00:00,5.0,0,96,1550044800,c04d,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
84.0,5.0,2019-02-13T09:00:00,1035.3,5.0,d,39.5257,1035.0,,4.6,0,0.9,14.47,209,208.03,66.96,2019-02-13T10:00:00,595.65,136.15,2019-02-13 09:00:00,6.0,0,100,1550048400,c04d,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
81.0,5.0,2019-02-13T10:00:00,1035.6,5.0,d,58.6454,1035.3,,5.0,0,1.1,20.02,218,308.66,79.47,2019-02-13T11:00:00,690.12,150.28,2019-02-13 10:00:00,6.0,0,100,1550052000,c04d,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
79.0,5.0,2019-02-13T11:00:00,1036.0,5.0,d,93.1875,1035.7,,5.1,0,1.2,23.51,220,372.75,86.1,2019-02-13T12:00:00,735.62,165.54,2019-02-13 11:00:00,6.2,0,100,1550055600,c04d,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
77.0,5.0,2019-02-13T12:00:00,1035.5,5.0,d,98.045,1035.2,,4.8,0,1.3,24.57,220,392.18,87.96,2019-02-13T13:00:00,747.86,181.48,2019-02-13 12:00:00,6.7,0,100,1550059200,c04d,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
75.0,4.0,2019-02-13T13:00:00,1035.0,5.0,d,91.1725,1034.7,,5.2,0,1.2,23.07,184,364.69,85.31,2019-02-13T14:00:00,730.35,197.35,2019-02-13 13:00:00,7.7,0,100,1550062800,c04d,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
75.0,4.0,2019-02-13T14:00:00,1034.7,5.0,d,73.38,1034.4,,6.2,0,1.1,19.19,196,293.52,77.78,2019-02-13T15:00:00,678.01,212.44,2019-02-13 14:00:00,8.5,0,100,1550066400,c04d,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
76.0,4.0,2019-02-13T15:00:00,1034.7,5.0,d,69.5467,1034.4,,5.3,0,1.0,13.34,197,187.95,64.03,2019-02-13T16:00:00,571.71,226.37,2019-02-13 15:00:00,8.2,0,95,1550070000,c04d,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
80.0,3.0,2019-02-13T16:00:00,1035.0,5.0,d,40.1567,1034.7,,4.5,0,0.9,6.0,215,66.71,39.9,2019-02-13T17:00:00,346.91,239.17,2019-02-13 16:00:00,7.6,0,83,1550073600,c04d,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
84.0,3.0,2019-02-13T17:00:00,1035.0,5.0,n,0.0,1034.7,,4.8,0,0.0,-2.36,187,0.0,0.0,2019-02-13T18:00:00,0.0,251.14,2019-02-13 17:00:00,5.0,0,100,1550077200,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
86.0,3.0,2019-02-13T18:00:00,1035.0,5.0,n,0.0,1034.7,,4.1,0,0.0,-11.34,190,0.0,0.0,2019-02-13T19:00:00,0.0,262.74,2019-02-13 18:00:00,4.7,0,100,1550080800,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T19:00:00,1035.0,5.0,n,0.0,1034.7,,3.1,0,0.0,-20.55,175,0.0,0.0,2019-02-13T20:00:00,0.0,274.53,2019-02-13 19:00:00,4.0,0,100,1550084400,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
86.0,3.0,2019-02-13T20:00:00,1034.8,5.0,n,0.0,1034.5,,3.1,0,0.0,-29.6,175,0.0,0.0,2019-02-13T21:00:00,0.0,287.19,2019-02-13 20:00:00,4.0,0,100,1550088000,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T21:00:00,1034.9,5.0,n,0.0,1034.6,,2.9,0,0.0,-37.99,179,0.0,0.0,2019-02-13T22:00:00,0.0,301.6,2019-02-13 21:00:00,3.2,0,100,1550091600,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T22:00:00,1035.0,5.0,n,0.0,1034.7,,2.6,0,0.0,-45.05,180,0.0,0.0,2019-02-13T23:00:00,0.0,318.73,2019-02-13 22:00:00,3.0,0,100,1550095200,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T23:00:00,1034.8,5.0,n,0.0,1034.5,,3.1,0,0.0,-49.81,202,0.0,0.0,2019-02-14T00:00:00,0.0,339.21,2019-02-13 23:00:00,2.1,0,89,1550098800,c04n,804,Overcast clouds,51.80074533333333,4.813417333333334,Giessendam,063480-99999,Europe/Amsterdam
88.0,5.0,2019-02-13T00:00:00,1034.5,5.0,n,0.0,1035.1,,3.0,0,0.0,-51.71,220,0.0,0.0,2019-02-13T01:00:00,0.0,1.2,2019-02-13 00:00:00,6.2,0,100,1550016000,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
89.0,7.0,2019-02-13T01:00:00,1034.3,5.0,n,0.0,1034.9,,3.0,0,0.0,-49.66,220,0.0,0.0,2019-02-13T02:00:00,0.0,24.08,2019-02-13 01:00:00,5.9,0,100,1550019600,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
89.0,5.0,2019-02-13T02:00:00,1034.3,5.0,n,0.0,1034.9,,3.0,0,0.0,-44.45,220,0.0,0.0,2019-02-13T03:00:00,0.0,44.14,2019-02-13 02:00:00,5.9,0,95,1550023200,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
89.0,6.0,2019-02-13T03:00:00,1034.3,5.0,n,0.0,1034.9,,3.7,0,0.0,-37.1,220,0.0,0.0,2019-02-13T04:00:00,0.0,60.83,2019-02-13 03:00:00,5.9,0,88,1550026800,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
89.0,6.0,2019-02-13T04:00:00,1034.3,5.0,n,0.0,1034.9,,3.7,0,0.0,-28.52,220,0.0,0.0,2019-02-13T05:00:00,0.0,74.9,2019-02-13 04:00:00,5.9,0,82,1550030400,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
88.0,5.0,2019-02-13T05:00:00,1034.2,5.0,n,0.0,1034.8,,3.7,0,0.0,-19.38,230,0.0,0.0,2019-02-13T06:00:00,0.0,87.35,2019-02-13 05:00:00,5.9,0,77,1550034000,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
89.0,5.0,2019-02-13T06:00:00,1034.2,5.0,n,0.0,1034.8,,3.7,0,0.0,-10.15,230,0.0,0.0,2019-02-13T07:00:00,0.0,99.04,2019-02-13 06:00:00,6.0,0,83,1550037600,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
90.0,5.0,2019-02-13T07:00:00,1034.5,5.0,n,0.0,1035.1,,3.7,0,0.0,-1.2,220,0.0,0.0,2019-02-13T08:00:00,0.0,110.62,2019-02-13 07:00:00,6.0,0,82,1550041200,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
88.0,5.0,2019-02-13T08:00:00,1034.8,5.0,d,20.2061,1035.4,,3.7,0,0.7,7.07,220,82.89,44.15,2019-02-13T09:00:00,390.17,122.66,2019-02-13 08:00:00,6.0,0,98,1550044800,c04d,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
84.0,5.0,2019-02-13T09:00:00,1035.2,5.0,d,38.7904,1035.8,,3.7,0,0.9,14.26,220,204.16,66.42,2019-02-13T10:00:00,591.19,135.58,2019-02-13 09:00:00,6.3,0,100,1550048400,c04d,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
80.0,4.0,2019-02-13T10:00:00,1035.5,5.0,d,76.5575,1036.1,,3.7,0,1.1,19.89,230,306.23,79.21,2019-02-13T11:00:00,688.2,149.66,2019-02-13 10:00:00,6.6,0,100,1550052000,c04d,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
77.0,4.0,2019-02-13T11:00:00,1035.9,5.0,d,93.0375,1036.5,,4.0,0,1.2,23.48,210,372.15,86.04,2019-02-13T12:00:00,735.21,164.89,2019-02-13 11:00:00,6.8,0,100,1550055600,c04d,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
75.0,4.0,2019-02-13T12:00:00,1035.0,5.0,d,108.3,1035.6,,4.0,0,1.3,24.65,190,393.54,88.09,2019-02-13T13:00:00,748.67,180.82,2019-02-13 12:00:00,8.0,0,99,1550059200,c04d,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
73.0,5.0,2019-02-13T13:00:00,1034.6,5.0,d,91.975,1035.2,,5.0,0,1.2,23.25,200,367.9,85.63,2019-02-13T14:00:00,732.44,196.72,2019-02-13 13:00:00,8.8,0,100,1550062800,c04d,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
73.0,5.0,2019-02-13T14:00:00,1034.4,0.5,d,277.06,1035.0,,4.8,0,2.3,19.45,210,298.25,78.31,2019-02-13T15:00:00,681.83,211.85,2019-02-13 14:00:00,8.5,0,50,1550066400,c03d,803,Broken clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
74.0,5.0,2019-02-13T15:00:00,1034.4,5.0,d,122.672,1035.0,,3.7,0,1.2,13.66,210,193.6,64.88,2019-02-13T16:00:00,578.65,225.83,2019-02-13 15:00:00,8.2,0,81,1550070000,c04d,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
76.0,5.0,2019-02-13T16:00:00,1034.7,5.0,d,23.3384,1035.3,,3.7,0,0.7,6.36,210,72.08,41.37,2019-02-13T17:00:00,362.04,238.67,2019-02-13 16:00:00,7.6,0,97,1550073600,c04d,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
82.0,4.0,2019-02-13T17:00:00,1034.7,5.0,n,0.0,1035.3,,3.7,0,0.0,-1.98,190,0.0,0.0,2019-02-13T18:00:00,0.0,250.66,2019-02-13 17:00:00,6.8,0,100,1550077200,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
85.0,4.0,2019-02-13T18:00:00,1034.8,5.0,n,0.0,1035.4,,2.9,0,0.0,-10.95,190,0.0,0.0,2019-02-13T19:00:00,0.0,262.25,2019-02-13 18:00:00,6.4,0,100,1550080800,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
85.0,4.0,2019-02-13T19:00:00,1034.7,5.0,n,0.0,1035.3,,3.0,0,0.0,-20.18,190,0.0,0.0,2019-02-13T20:00:00,0.0,274.01,2019-02-13 19:00:00,6.0,0,91,1550084400,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
83.0,4.0,2019-02-13T20:00:00,1034.7,5.0,n,0.0,1035.3,,1.9,0,0.0,-29.25,190,0.0,0.0,2019-02-13T21:00:00,0.0,286.61,2019-02-13 20:00:00,5.5,0,100,1550088000,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
84.0,5.0,2019-02-13T21:00:00,1034.7,5.0,n,0.0,1035.3,,1.9,0,0.0,-37.7,190,0.0,0.0,2019-02-13T22:00:00,0.0,300.92,2019-02-13 21:00:00,4.9,0,100,1550091600,c04n,804,Overcast clouds,51.696828833333335,4.4692178333333334,Tonnekreek,063440-99999,Europe/Amsterdam
